,pubdate,authors,title,fulljournalname,pubmed,doi,pmc
47,2022 Oct 27,"[{'name': 'Zhu Q', 'authtype': 'Author'}, {'name': 'Chen YZ', 'authtype': 'Author'}, {'name': 'Xu Y', 'authtype': 'Author'}]",Editorial: Biomedical informatics applications in rare diseases,Frontiers in Artificial Intelligence,36388397,10.3389/frai.2022.1051182,PMC9650434
48,2022 Oct 18,"[{'name': 'Haque AK', 'authtype': 'Author'}, {'name': 'Arifuzzaman BM', 'authtype': 'Author'}, {'name': 'Siddik SA', 'authtype': 'Author'}, {'name': 'Kalam A', 'authtype': 'Author'}, {'name': 'Shahjahan TS', 'authtype': 'Author'}, {'name': 'Saleena TS', 'authtype': 'Author'}, {'name': 'Alam M', 'authtype': 'Author'}, {'name': 'Islam MR', 'authtype': 'Author'}, {'name': 'Ahmmed F', 'authtype': 'Author'}, {'name': 'Hossain MJ', 'authtype': 'Author'}]","Semantic Web in Healthcare: A Systematic Literature Review of Application, Research Gap, and Future Research Avenues",International Journal of Clinical Practice,36320897,10.1155/2022/6807484,PMC9596238
49,2019 Aug 26,"[{'name': 'Lose T', 'authtype': 'Author'}, {'name': 'van Heusden P', 'authtype': 'Author'}, {'name': 'Christoffels A', 'authtype': 'Author'}]",COMBAT-TB-NeoDB: fostering tuberculosis research through integrative analysis using graph database technologies,Bioinformatics,31504165,10.1093/bioinformatics/btz658,PMC9883708
50,2023 Jan 7,"[{'name': 'Himmelstein DS', 'authtype': 'Author'}, {'name': 'Zietz M', 'authtype': 'Author'}, {'name': 'Rubinetti V', 'authtype': 'Author'}, {'name': 'Kloster K', 'authtype': 'Author'}, {'name': 'Heil BJ', 'authtype': 'Author'}, {'name': 'Alquaddoomi F', 'authtype': 'Author'}, {'name': 'Hu D', 'authtype': 'Author'}, {'name': 'Nicholson DN', 'authtype': 'Author'}, {'name': 'Hao Y', 'authtype': 'Author'}, {'name': 'Sullivan BD', 'authtype': 'Author'}, {'name': 'Nagle MW', 'authtype': 'Author'}, {'name': 'Greene CS', 'authtype': 'Author'}]",Hetnet connectivity search provides rapid insights into how two biomedical entities are related,bioRxiv,36711546,10.1101/2023.01.05.522941,PMC9882000
51,2023 Jan 11,"[{'name': 'Khan W', 'authtype': 'Author'}, {'name': 'Zaki N', 'authtype': 'Author'}, {'name': 'Ahmad A', 'authtype': 'Author'}, {'name': 'Bian J', 'authtype': 'Author'}, {'name': 'Ali L', 'authtype': 'Author'}, {'name': 'Mehedy Masud M', 'authtype': 'Author'}, {'name': 'Ghenimi N', 'authtype': 'Author'}, {'name': 'Ahmed LA', 'authtype': 'Author'}]",Infant Low Birth Weight Prediction Using Graph Embedding Features,International Journal of Environmental Research and Public Health,36674072,10.3390/ijerph20021317,PMC9859143
52,2023 Jan 19,"[{'name': 'Falda M', 'authtype': 'Author'}, {'name': 'Atzori M', 'authtype': 'Author'}, {'name': 'Corbetta M', 'authtype': 'Author'}]",Semantic wikis as flexible database interfaces for biomedical applications,Scientific Reports,36658254,10.1038/s41598-023-27743-9,PMC9851594
53,2022 Dec 21,"[{'name': 'Binsfeld Gonçalves L', 'authtype': 'Author'}, {'name': 'Nesic I', 'authtype': 'Author'}, {'name': 'Obradovic M', 'authtype': 'Author'}, {'name': 'Stieltjes B', 'authtype': 'Author'}, {'name': 'Weikert T', 'authtype': 'Author'}, {'name': 'Bremerich J', 'authtype': 'Author'}]",Natural Language Processing and Graph Theory: Making Sense of Imaging Records in a Novel Representation Frame,JMIR Medical Informatics,36542426,10.2196/40534,PMC9813822
54,2022 Jul 12,"[{'name': 'Romano JD', 'authtype': 'Author'}, {'name': 'Hao Y', 'authtype': 'Author'}, {'name': 'Moore JH', 'authtype': 'Author'}, {'name': 'Penning TM', 'authtype': 'Author'}]",Automating Predictive Toxicology Using ComptoxAI,Chemical research in toxicology,35819939,10.1021/acs.chemrestox.2c00074,PMC9805296
55,2022 Dec 10,"[{'name': 'Yang X', 'authtype': 'Author'}, {'name': 'Yang J', 'authtype': 'Author'}, {'name': 'Li R', 'authtype': 'Author'}, {'name': 'Li H', 'authtype': 'Author'}, {'name': 'Zhang H', 'authtype': 'Author'}, {'name': 'Zhang Y', 'authtype': 'Author'}]",Complex Knowledge Base Question Answering for Intelligent Bridge Management Based on Multi-Task Learning and Cross-Task Constraints,Entropy,36554210,10.3390/e24121805,PMC9777930
56,2022 Dec 12,"[{'name': 'Liu M', 'authtype': 'Author'}, {'name': 'Yu D', 'authtype': 'Author'}]",Towards intelligent E-learning systems,Education and Information Technologies,36532790,10.1007/s10639-022-11479-6,PMC9742041
57,2022 Dec 7,"[{'name': 'Cho HN', 'authtype': 'Author'}, {'name': 'Ahn I', 'authtype': 'Author'}, {'name': 'Gwon H', 'authtype': 'Author'}, {'name': 'Kang HJ', 'authtype': 'Author'}, {'name': 'Kim Y', 'authtype': 'Author'}, {'name': 'Seo H', 'authtype': 'Author'}, {'name': 'Choi H', 'authtype': 'Author'}, {'name': 'Kim M', 'authtype': 'Author'}, {'name': 'Han J', 'authtype': 'Author'}, {'name': 'Kee G', 'authtype': 'Author'}, {'name': 'Jun TJ', 'authtype': 'Author'}, {'name': 'Kim YH', 'authtype': 'Author'}]",Heterogeneous graph construction and HinSAGE learning from electronic medical records,Scientific Reports,36477457,10.1038/s41598-022-25693-2,PMC9729175
58,2022 Nov 21,"[{'name': 'Guo Q', 'authtype': 'Author'}, {'name': 'Li M', 'authtype': 'Author'}, {'name': 'Wang W', 'authtype': 'Author'}, {'name': 'Liu Y', 'authtype': 'Author'}]",A Dynamic Deployment Method of Security Services Based on Malicious Behavior Knowledge Base,"Sensors (Basel, Switzerland)",36433613,10.3390/s22229021,PMC9692741
59,2022 Nov 2,"[{'name': 'Li Z', 'authtype': 'Author'}, {'name': 'Li Y', 'authtype': 'Author'}, {'name': 'Sun Q', 'authtype': 'Author'}, {'name': 'Qi B', 'authtype': 'Author'}]",Bearing Fault Diagnosis Method Based on Convolutional Neural Network and Knowledge Graph,Entropy,36359679,10.3390/e24111589,PMC9689069
60,2022 Oct 21,"[{'name': 'Wang A', 'authtype': 'Author'}, {'name': 'Xiu X', 'authtype': 'Author'}, {'name': 'Liu S', 'authtype': 'Author'}, {'name': 'Qian Q', 'authtype': 'Author'}, {'name': 'Wu S', 'authtype': 'Author'}]",Characteristics of Artificial Intelligence Clinical Trials in the Field of Healthcare: A Cross-Sectional Study on ClinicalTrials.gov,International Journal of Environmental Research and Public Health,36294269,10.3390/ijerph192013691,PMC9602501
61,2022 Oct 17,"[{'name': 'Novichkov PS', 'authtype': 'Author'}, {'name': 'Chandonia JM', 'authtype': 'Author'}, {'name': 'Arkin AP', 'authtype': 'Author'}]","CORAL: A framework for rigorous self-validated data modeling and integrative, reproducible data analysis",GigaScience,36251274,10.1093/gigascience/giac089,PMC9575582
62,2022 Oct 1,"[{'name': 'Cristóbal T', 'authtype': 'Author'}, {'name': 'Quesada-Arencibia A', 'authtype': 'Author'}, {'name': 'de Blasio GS', 'authtype': 'Author'}, {'name': 'Padrón G', 'authtype': 'Author'}, {'name': 'Alayón F', 'authtype': 'Author'}, {'name': 'García CR', 'authtype': 'Author'}]",Data mining methodology for obtaining epidemiological data in the context of road transport systems,Journal of Ambient Intelligence and Humanized Computing,36212894,10.1007/s12652-022-04427-2,PMC9525233
63,2022 Sep 30,"[{'name': 'Radoux CJ', 'authtype': 'Author'}, {'name': 'Vianello F', 'authtype': 'Author'}, {'name': 'McGreig J', 'authtype': 'Author'}, {'name': 'Desai N', 'authtype': 'Author'}, {'name': 'Bradley AR', 'authtype': 'Author'}]",The druggable genome: Twenty years later,Frontiers in Bioinformatics,36304325,10.3389/fbinf.2022.958378,PMC9580872
64,2022 Sep 29,"[{'name': 'Wood EC', 'authtype': 'Author'}, {'name': 'Glen AK', 'authtype': 'Author'}, {'name': 'Kvarfordt LG', 'authtype': 'Author'}, {'name': 'Womack F', 'authtype': 'Author'}, {'name': 'Acevedo L', 'authtype': 'Author'}, {'name': 'Yoon TS', 'authtype': 'Author'}, {'name': 'Ma C', 'authtype': 'Author'}, {'name': 'Flores V', 'authtype': 'Author'}, {'name': 'Sinha M', 'authtype': 'Author'}, {'name': 'Chodpathumwan Y', 'authtype': 'Author'}, {'name': 'Termehchy A', 'authtype': 'Author'}, {'name': 'Roach JC', 'authtype': 'Author'}, {'name': 'Mendoza L', 'authtype': 'Author'}, {'name': 'Hoffman AS', 'authtype': 'Author'}, {'name': 'Deutsch EW', 'authtype': 'Author'}, {'name': 'Koslicki D', 'authtype': 'Author'}, {'name': 'Ramsey SA', 'authtype': 'Author'}]",RTX-KG2: a system for building a semantically standardized knowledge graph for translational biomedicine,BMC Bioinformatics,36175836,10.1186/s12859-022-04932-3,PMC9520835
65,2022 Sep 28,"[{'name': 'Varadi M', 'authtype': 'Author'}, {'name': 'Anyango S', 'authtype': 'Author'}, {'name': 'Appasamy SD', 'authtype': 'Author'}, {'name': 'Armstrong D', 'authtype': 'Author'}, {'name': 'Bage M', 'authtype': 'Author'}, {'name': 'Berrisford J', 'authtype': 'Author'}, {'name': 'Choudhary P', 'authtype': 'Author'}, {'name': 'Bertoni D', 'authtype': 'Author'}, {'name': 'Deshpande M', 'authtype': 'Author'}, {'name': 'Leines GD', 'authtype': 'Author'}, {'name': 'Ellaway J', 'authtype': 'Author'}, {'name': 'Evans G', 'authtype': 'Author'}, {'name': 'Gaborova R', 'authtype': 'Author'}, {'name': 'Gupta D', 'authtype': 'Author'}, {'name': 'Gutmanas A', 'authtype': 'Author'}, {'name': 'Harrus D', 'authtype': 'Author'}, {'name': 'Kleywegt GJ', 'authtype': 'Author'}, {'name': 'Bueno WM', 'authtype': 'Author'}, {'name': 'Nadzirin N', 'authtype': 'Author'}, {'name': 'Nair S', 'authtype': 'Author'}, {'name': 'Pravda L', 'authtype': 'Author'}, {'name': 'Afonso MQ', 'authtype': 'Author'}, {'name': 'Sehnal D', 'authtype': 'Author'}, {'name': 'Tanweer A', 'authtype': 'Author'}, {'name': 'Tolchard J', 'authtype': 'Author'}, {'name': 'Abrams C', 'authtype': 'Author'}, {'name': 'Dunlop R', 'authtype': 'Author'}, {'name': 'Velankar S', 'authtype': 'Author'}]"," PDBe and PDBe‐KB: Providing high‐quality, up‐to‐date and integrated resources of macromolecular structures to support basic and applied research and education",Protein Science : A Publication of the Protein Society,36173162,10.1002/pro.4439,PMC9517934
66,2022 Sep 24,"[{'name': 'Kumar A', 'authtype': 'Author'}, {'name': 'Wagatsuma H', 'authtype': 'Author'}]",A Kamm’s Circle-Based Potential Risk Estimation Scheme in the Local Dynamic Map Computation Enhanced by Binary Decision Diagrams,"Sensors (Basel, Switzerland)",36236353,10.3390/s22197253,PMC9573438
67,2022 Sep 21,"[{'name': 'Tang W', 'authtype': 'Author'}, {'name': 'Zhang X', 'authtype': 'Author'}, {'name': 'Feng D', 'authtype': 'Author'}, {'name': 'Wang Y', 'authtype': 'Author'}, {'name': 'Ye P', 'authtype': 'Author'}, {'name': 'Qu H', 'authtype': 'Author'}]",Knowledge graph of alpine skiing events: A focus on meteorological conditions,PLoS ONE,36129923,10.1371/journal.pone.0274164,PMC9491590
68,2022 Sep 20,"[{'name': 'Hashiguchi A', 'authtype': 'Author'}, {'name': 'Hamada H', 'authtype': 'Author'}, {'name': 'Takahashi S', 'authtype': 'Author'}, {'name': 'Honda K', 'authtype': 'Author'}]","Impact of supervisors' research style on young biomedical scientists' capacity development as measured by REDi, a novel index of crossdisciplinarity",Frontiers in Research Metrics and Analytics,36204454,10.3389/frma.2022.990921,PMC9531751
69,2022 Sep 8,"[{'name': 'Robin V', 'authtype': 'Author'}, {'name': 'Bodein A', 'authtype': 'Author'}, {'name': 'Scott-Boyer MP', 'authtype': 'Author'}, {'name': 'Leclercq M', 'authtype': 'Author'}, {'name': 'Périn O', 'authtype': 'Author'}, {'name': 'Droit A', 'authtype': 'Author'}]",Overview of methods for characterization and visualization of a protein–protein interaction network in a multi-omics integration context,Frontiers in Molecular Biosciences,36158572,10.3389/fmolb.2022.962799,PMC9494275
70,2022 Sep 8,"[{'name': 'Imbach F', 'authtype': 'Author'}, {'name': 'Ragheb W', 'authtype': 'Author'}, {'name': 'Leveau V', 'authtype': 'Author'}, {'name': 'Chailan R', 'authtype': 'Author'}, {'name': 'Candau R', 'authtype': 'Author'}, {'name': 'Perrey S', 'authtype': 'Author'}]",Using global navigation satellite systems for modeling athletic performances in elite football players,Scientific Reports,36075956,10.1038/s41598-022-19484-y,PMC9458673
71,2022 Sep 7,"[{'name': 'Sawesi S', 'authtype': 'Author'}, {'name': 'Rashrash M', 'authtype': 'Author'}, {'name': 'Dammann O', 'authtype': 'Author'}]",The Representation of Causality and Causation with Ontologies: A Systematic Literature Review,Online Journal of Public Health Informatics,36120162,10.5210/ojphi.v14i1.12577,PMC9473331
72,2022 Sep 5,"[{'name': 'Pavel A', 'authtype': 'Author'}, {'name': 'Saarimäki LA', 'authtype': 'Author'}, {'name': 'Möbus L', 'authtype': 'Author'}, {'name': 'Federico A', 'authtype': 'Author'}, {'name': 'Serra A', 'authtype': 'Author'}, {'name': 'Greco D', 'authtype': 'Author'}]",The potential of a data centred approach & knowledge graph data representation in chemical safety and drug design,Computational and Structural Biotechnology Journal,36147662,10.1016/j.csbj.2022.08.061,PMC9464643
73,2022 Sep 5,"[{'name': 'Wu J', 'authtype': 'Author'}, {'name': 'Wei Z', 'authtype': 'Author'}, {'name': 'Jia D', 'authtype': 'Author'}, {'name': 'Dou X', 'authtype': 'Author'}, {'name': 'Tang H', 'authtype': 'Author'}, {'name': 'Li N', 'authtype': 'Author'}]",Constructing marine expert management knowledge graph based on Trellisnet-CRF,PeerJ Computer Science,36091997,10.7717/peerj-cs.1083,PMC9455288
74,2022 Aug 31,"[{'name': 'Crowther M', 'authtype': 'Author'}, {'name': 'Wipat A', 'authtype': 'Author'}, {'name': 'Goñi-Moreno Á', 'authtype': 'Author'}]",A Network Approach to Genetic Circuit Designs,ACS Synthetic Biology,36044984,10.1021/acssynbio.2c00255,PMC9486963
75,2022 Aug 30,"[{'name': 'Gütebier L', 'authtype': 'Author'}, {'name': 'Bleimehl T', 'authtype': 'Author'}, {'name': 'Henkel R', 'authtype': 'Author'}, {'name': 'Munro J', 'authtype': 'Author'}, {'name': 'Müller S', 'authtype': 'Author'}, {'name': 'Morgner A', 'authtype': 'Author'}, {'name': 'Laenge J', 'authtype': 'Author'}, {'name': 'Pachauer A', 'authtype': 'Author'}, {'name': 'Erdl A', 'authtype': 'Author'}, {'name': 'Weimar J', 'authtype': 'Author'}, {'name': 'Walther Langendorf K', 'authtype': 'Author'}, {'name': 'Vialard V', 'authtype': 'Author'}, {'name': 'Liebig T', 'authtype': 'Author'}, {'name': 'Preusse M', 'authtype': 'Author'}, {'name': 'Waltemath D', 'authtype': 'Author'}, {'name': 'Jarasch A', 'authtype': 'Author'}]",CovidGraph: a graph to fight COVID-19,Bioinformatics,36040169,10.1093/bioinformatics/btac592,PMC9563682
76,2022 Aug 29,"[{'name': 'Wang Z', 'authtype': 'Author'}, {'name': 'Gao Y', 'authtype': 'Author'}, {'name': 'Li W', 'authtype': 'Author'}]",A Comprehensive Quantitative and Biological Neural Network Optimization Model of Sports Industry Structure Based on Knowledge Mapping,Computational Intelligence and Neuroscience,36072713,10.1155/2022/1158509,PMC9444356
77,2022 Aug 26,"[{'name': 'Diao J', 'authtype': 'Author'}, {'name': 'Zhou Z', 'authtype': 'Author'}, {'name': 'Xue X', 'authtype': 'Author'}, {'name': 'Zhao D', 'authtype': 'Author'}, {'name': 'Chen S', 'authtype': 'Author'}]",Bioinformatic workflow fragment discovery leveraging the social-aware knowledge graph,Frontiers in Genetics,36092917,10.3389/fgene.2022.941996,PMC9459048
78,2022 Aug 24,"[{'name': 'Surles-Zeigler MC', 'authtype': 'Author'}, {'name': 'Sincomb T', 'authtype': 'Author'}, {'name': 'Gillespie TH', 'authtype': 'Author'}, {'name': 'de Bono B', 'authtype': 'Author'}, {'name': 'Bresnahan J', 'authtype': 'Author'}, {'name': 'Mawe GM', 'authtype': 'Author'}, {'name': 'Grethe JS', 'authtype': 'Author'}, {'name': 'Tappan S', 'authtype': 'Author'}, {'name': 'Heal M', 'authtype': 'Author'}, {'name': 'Martone ME', 'authtype': 'Author'}]",Extending and using anatomical vocabularies in the stimulating peripheral activity to relieve conditions project,Frontiers in Neuroinformatics,36090663,10.3389/fninf.2022.819198,PMC9449460
79,2022 Aug 19,"[{'name': 'Wieder P', 'authtype': 'Author'}, {'name': 'Nolte H', 'authtype': 'Author'}]",Toward data lakes as central building blocks for data management and analysis,Frontiers in Big Data,36072823,10.3389/fdata.2022.945720,PMC9442782
80,2022 Aug 11,"[{'name': 'Zhu Q', 'authtype': 'Author'}, {'name': 'Qu C', 'authtype': 'Author'}, {'name': 'Liu R', 'authtype': 'Author'}, {'name': 'Vatas G', 'authtype': 'Author'}, {'name': 'Clough A', 'authtype': 'Author'}, {'name': 'Nguyễn ÐT', 'authtype': 'Author'}, {'name': 'Sid E', 'authtype': 'Author'}, {'name': 'Mathé E', 'authtype': 'Author'}, {'name': 'Xu Y', 'authtype': 'Author'}]",Rare disease-based scientific annotation knowledge graph,Frontiers in Artificial Intelligence,36034595,10.3389/frai.2022.932665,PMC9403737
81,2022 Aug 9,"[{'name': 'Verma S', 'authtype': 'Author'}, {'name': 'Bhatia R', 'authtype': 'Author'}, {'name': 'Harit S', 'authtype': 'Author'}, {'name': 'Batish S', 'authtype': 'Author'}]",Scholarly knowledge graphs through structuring scholarly communication: a review,Complex & Intelligent Systems,35965491,10.1007/s40747-022-00806-6,PMC9361271
82,2022 Aug 8,"[{'name': 'Wang M', 'authtype': 'Author'}]",The need for social network analysis for the investigation of affective variables in second language acquisition,Frontiers in Psychology,36003100,10.3389/fpsyg.2022.983698,PMC9393606
83,2022 Aug 5,"[{'name': 'Kaur M', 'authtype': 'Author'}, {'name': 'Costello J', 'authtype': 'Author'}, {'name': 'Willis E', 'authtype': 'Author'}, {'name': 'Kelm K', 'authtype': 'Author'}, {'name': 'Reformat MZ', 'authtype': 'Author'}, {'name': 'Bolduc FV', 'authtype': 'Author'}]",Deciphering the Diversity of Mental Models in Neurodevelopmental Disorders: Knowledge Graph Representation of Public Data Using Natural Language Processing,Journal of Medical Internet Research,35930346,10.2196/39888,PMC9391978
84,2022 Aug 4,"[{'name': 'Michalak EE', 'authtype': 'Author'}, {'name': 'Barnes SJ', 'authtype': 'Author'}, {'name': 'Morton E', 'authtype': 'Author'}, {'name': ""O'Brien HL"", 'authtype': 'Author'}, {'name': 'Murray G', 'authtype': 'Author'}, {'name': 'Hole R', 'authtype': 'Author'}, {'name': 'Meyer D', 'authtype': 'Author'}]",Supporting Self-management and Quality of Life in Bipolar Disorder With the PolarUs App (Alpha): Protocol for a Mixed Methods Study,JMIR Research Protocols,35925666,10.2196/36213,PMC9389375
85,2022 Jul 29,"[{'name': 'Liu Z', 'authtype': 'Author'}, {'name': 'Gao X', 'authtype': 'Author'}, {'name': 'Li C', 'authtype': 'Author'}]",Modeling COVID-19 Vaccine Adverse Effects with a Visualized Knowledge Graph Database,Healthcare,36011076,10.3390/healthcare10081419,PMC9407998
86,2022 Jul 25,"[{'name': 'Freeman TC', 'authtype': 'Author'}, {'name': 'Horsewell S', 'authtype': 'Author'}, {'name': 'Patir A', 'authtype': 'Author'}, {'name': 'Harling-Lee J', 'authtype': 'Author'}, {'name': 'Regan T', 'authtype': 'Author'}, {'name': 'Shih BB', 'authtype': 'Author'}, {'name': 'Prendergast J', 'authtype': 'Author'}, {'name': 'Hume DA', 'authtype': 'Author'}, {'name': 'Angus T', 'authtype': 'Author'}]",Graphia: A platform for the graph-based visualisation and analysis of high dimensional data,PLoS Computational Biology,35877685,10.1371/journal.pcbi.1010310,PMC9352203
87,2022 Jul 20,"[{'name': 'Plaza SM', 'authtype': 'Author'}, {'name': 'Clements J', 'authtype': 'Author'}, {'name': 'Dolafi T', 'authtype': 'Author'}, {'name': 'Umayam L', 'authtype': 'Author'}, {'name': 'Neubarth NN', 'authtype': 'Author'}, {'name': 'Scheffer LK', 'authtype': 'Author'}, {'name': 'Berg S', 'authtype': 'Author'}]",neuPrint: An open access tool for EM connectomics,Frontiers in Neuroinformatics,35935535,10.3389/fninf.2022.896292,PMC9350508
