,pubdate,authors,title,fulljournalname,pubmed,doi,pmc
190,2014 Jan-Feb,"[{'name': 'Liang Zhao', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hoi SC', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Li Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wong L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nguyen H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Li J', 'authtype': 'Author', 'clusterid': ''}]","Coupling Graphs, Efficient Algorithms and B-Cell Epitope Prediction.",IEEE/ACM transactions on computational biology and bioinformatics,26355502,10.1109/TCBB.2013.136,
191,2013 Dec 15,"[{'name': 'Have CT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jensen LJ', 'authtype': 'Author', 'clusterid': ''}]",Are graph databases ready for bioinformatics?,"Bioinformatics (Oxford, England)",24135261,10.1093/bioinformatics/btt549,PMC3842757
192,2014 Jan 3,"[{'name': 'Woo S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cha SW', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Merrihew G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'He Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Castellana N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Guest C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'MacCoss M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bafna V', 'authtype': 'Author', 'clusterid': ''}]",Proteogenomic database construction driven from large scale RNA-seq data.,Journal of proteome research,23802565,10.1021/pr400294c,PMC4034692
193,2013 May 15,"[{'name': 'Di Lena P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wu G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Martelli PL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Casadio R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nardini C', 'authtype': 'Author', 'clusterid': ''}]",MIMO: an efficient tool for molecular interaction maps overlap.,BMC bioinformatics,23672344,10.1186/1471-2105-14-159,PMC3680968
194,2012 Dec,"[{'name': 'Wenger S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ament M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Guthe S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lorenz D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tillmann A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Weiskopf D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Magnor M', 'authtype': 'Author', 'clusterid': ''}]",Visualization of Astronomical Nebulae via Distributed Multi-GPU Compressed Sensing Tomography.,IEEE transactions on visualization and computer graphics,26357126,10.1109/TVCG.2012.281,
195,2012 Oct 1,"[{'name': 'Boeva V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lermine A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Barette C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Guillouf C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Barillot E', 'authtype': 'Author', 'clusterid': ''}]",Nebula--a web-server for advanced ChIP-seq data analysis.,"Bioinformatics (Oxford, England)",22829625,10.1093/bioinformatics/bts463,
196,2012 Jan 25,"[{'name': 'Mironov V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Seethappan N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Blondé W', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Antezana E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Splendiani A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kuiper M', 'authtype': 'Author', 'clusterid': ''}]",Gauging triple stores with actual biological data.,BMC bioinformatics,22373359,10.1186/1471-2105-13-S1-S3,PMC3471352
197,2012 Jan,"[{'name': 'Schriml LM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Arze C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nadendla S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chang YW', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mazaitis M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Felix V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Feng G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kibbe WA', 'authtype': 'Author', 'clusterid': ''}]",Disease Ontology: a backbone for disease semantic integration.,Nucleic acids research,22080554,10.1093/nar/gkr972,PMC3245088
198,2010 Apr-Jun,"[{'name': 'Smalter A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Huan JL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jia Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lushington G', 'authtype': 'Author', 'clusterid': ''}]",GPD: a graph pattern diffusion kernel for accurate graph classification with applications in cheminformatics.,IEEE/ACM transactions on computational biology and bioinformatics,20431140,10.1109/TCBB.2009.80,PMC3058227
199,2010 Feb 19,"[{'name': 'Di Natale R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ferro A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Giugno R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mongiovì M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pulvirenti A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shasha D', 'authtype': 'Author', 'clusterid': ''}]",SING: subgraph search in non-homogeneous graphs.,BMC bioinformatics,20170516,10.1186/1471-2105-11-96,PMC2850364
200,2009 Nov-Dec,"[{'name': 'van Ham F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Perer A', 'authtype': 'Author', 'clusterid': ''}]","""Search, show context, expand on demand"": supporting large graph exploration with degree-of-interest.",IEEE transactions on visualization and computer graphics,19834159,10.1109/TVCG.2009.108,
201,2009 Jan 30,"[{'name': 'Jia Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Huan J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Buhr V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Carayannopoulos LN', 'authtype': 'Author', 'clusterid': ''}]","Towards comprehensive structural motif mining for better fold annotation in the ""twilight zone"" of sequence dissimilarity.",BMC bioinformatics,19208148,10.1186/1471-2105-10-S1-S46,PMC2648771
202,2009,"[{'name': 'Wang X', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Smalter A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Huan J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lushington GH', 'authtype': 'Author', 'clusterid': ''}]",G-Hash: Towards Fast Kernel-based Similarity Search in Large Graph Databases.,Advances in database technology : proceedings. International Conference on Extending Database Technology,20428322,10.1145/1516360.1516416,PMC2860326
203,2008 Dec 8,"[{'name': 'Smalter A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Huan J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lushington G', 'authtype': 'Author', 'clusterid': ''}]",GPM: A Graph Pattern Matching Kernel with Diffusion for Chemical Compound Classification.,Proceedings. IEEE International Symposium on Bioinformatics and Bioengineering,20428463,10.1109/BIBE.2008.4696654,PMC2860184
204,2008 Apr 25,"[{'name': 'Ferro A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Giugno R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mongiovì M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pulvirenti A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Skripin D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shasha D', 'authtype': 'Author', 'clusterid': ''}]",GraphFind: enhancing graph searching by low support data mining techniques.,BMC bioinformatics,18460171,10.1186/1471-2105-9-S4-S10,PMC2367637
205,2008,"[{'name': 'Smalter AM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Huan J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lushington GH', 'authtype': 'Author', 'clusterid': ''}]",CHEMICAL COMPOUND CLASSIFICATION WITH AUTOMATICALLY MINED STRUCTURE PATTERNS.,Proceedings of the ... Asia-Pacific bioinformatics conference,20448828,10.1901/jaba.2008.6-39,PMC2864492
206,2007 Sep 1,"[{'name': 'Kim N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lee C', 'authtype': 'Author', 'clusterid': ''}]",QPRIMER: a quick web-based application for designing conserved PCR primers from multigenome alignments.,"Bioinformatics (Oxford, England)",17599926,10.1093/bioinformatics/btm343,
207,2007 Jun 1,"[{'name': 'Alekseyenko AV', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lee CJ', 'authtype': 'Author', 'clusterid': ''}]",Nested Containment List (NCList): a new algorithm for accelerating interval query of genome alignment and interval databases.,"Bioinformatics (Oxford, England)",17234640,10.1093/bioinformatics/btl647,
208,2007 Jan,"[{'name': 'Kim N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Alekseyenko AV', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Roy M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lee C', 'authtype': 'Author', 'clusterid': ''}]",The ASAP II database: analysis and comparative genomics of alternative splicing in 15 animal species.,Nucleic acids research,17108355,10.1093/nar/gkl884,PMC1669709
209,2005 Sep-Oct,"[{'name': 'Magnor M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kindlmann G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hansen C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Duric N', 'authtype': 'Author', 'clusterid': ''}]",Reconstruction and visualization of planetary nebulae.,IEEE transactions on visualization and computer graphics,16144246,10.1109/TVCG.2005.84,
210,2005 Jul,"[{'name': 'Gori M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Maggini M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sarti L', 'authtype': 'Author', 'clusterid': ''}]",Exact and approximate graph matching using random walks.,IEEE transactions on pattern analysis and machine intelligence,16013757,10.1109/tpami.2005.138,
