,Date,Author,Title,Publication Title,PMID,DOI,PMCID,Link Attachments
88,2020 Dec 11,"Simpson CM, Gnad F",Applying graph database technology for analyzing perturbed co-expression networks in cancer.,Database : the journal of biological databases and curation,33306799,10.1093/database/baaa110,PMC7731929,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7731929
89,2020 Dec 28,"Matter H, Buning C, Stefanescu DD, Ruf S, Hessler G",Using Graph Databases to Investigate Trends in Structure-Activity Relationship Networks.,Journal of chemical information and modeling,33245234,10.1021/acs.jcim.0c00947,both_none_89,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_89
90,2020 Nov 12,"Zhu Q, Nguyen DT, Grishagin I, Southall N, Sid E, Pariser A","An integrative knowledge graph for rare diseases, derived from the Genetic and Rare Diseases Information Center (GARD).",Journal of biomedical semantics,33183351,10.1186/s13326-020-00232-y,PMC7663894,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7663894
91,2021 Jun 9,"Liu Y, Elsworth B, Erola P, Haberland V, Hemani G, Lyon M, Zheng J, Lloyd O, Vabistsevits M, Gaunt TR",EpiGraphDB: a database and data mining platform for health data science.,"Bioinformatics (Oxford, England)",33165574,10.1093/bioinformatics/btaa961,PMC8189674,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8189674
92,2020,"Hedges DM, Hegman JC, Brown JR, Wilburn JT, Chapman BE, Butson CR",The International Neuromodulation Registry: An Informatics Framework Supporting Cohort Discovery and Analysis.,Frontiers in neuroinformatics,33071769,10.3389/fninf.2020.00036,PMC7531015,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7531015
93,2020 Oct 7,"Gilmore MP, Griffiths BM, Bowler M",The socio-cultural significance of mineral licks to the Maijuna of the Peruvian Amazon: implications for the sustainable management of hunting.,Journal of ethnobiology and ethnomedicine,33028342,10.1186/s13002-020-00412-1,PMC7539384,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7539384
94,2020 Sep 7,"Fahimi A, Zanoletti A, Federici S, Assi A, Bilo F, Depero LE, Bontempi E",New Eco-Materials Derived from Waste for Emerging Pollutants Adsorption: The Case of Diclofenac.,"Materials (Basel, Switzerland)",32906837,10.3390/ma13183964,PMC7558572,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7558572
95,2020 Oct,"Mondal S, Basu A, Mukherjee N",Building a trust-based doctor recommendation system on top of multilayer graph database.,Journal of biomedical informatics,32871286,10.1016/j.jbi.2020.103549,both_none_96,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_96
96,2021 Feb,"Thapa I, Ali H",A Multiomics Graph Database System for Biological Data Integration and Cancer Informatics.,Journal of computational biology : a journal of computational molecular cell biology,32783648,10.1089/cmb.2020.0231,both_none_97,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_97
97,2020 Jul 9,"Li N, Yang Z, Luo L, Wang L, Zhang Y, Lin H, Wang J",KGHC: a knowledge graph for hepatocellular carcinoma.,BMC medical informatics and decision making,32646496,10.1186/s12911-020-1112-5,PMC7346328,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7346328
98,2020 Jun 16,"Belhadj I, Boudemaghe T",Semantic Querying of Hospital Data Using an Ontology-Based Model of Discharge Summaries and ICD 10.,Studies in health technology and informatics,32570418,10.3233/SHTI200194,both_none_99,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_99
99,2020 Jun 16,"Syed S, Syed M, Syeda HB, Prior F, Zozus M, Penning ML, Orloff M",Document Oriented Graphical Analysis and Prediction.,Studies in health technology and informatics,32570371,10.3233/SHTI200147,both_none_100,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_100
100,2020 Nov,"Kalendralis P, Shi Z, Traverso A, Choudhury A, Sloep M, Zhovannik I, Starmans MPA, Grittner D, Feltens P, Monshouwer R, Klein S, Fijten R, Aerts H, Dekker A, van Soest J, Wee L","FAIR-compliant clinical, radiomics and DICOM metadata of RIDER, interobserver, Lung1 and head-Neck1 TCIA collections.",Medical physics,32521049,10.1002/mp.14322,PMC7754296,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7754296
101,2020 Sep 1,"Yang C, Hawwash D, De Baets B, Bouwman J, Lachat C",Perspective: Towards Automated Tracking of Content and Evidence Appraisal of Nutrition Research.,"Advances in nutrition (Bethesda, Md.)",32504536,10.1093/advances/nmaa057,PMC7490154,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7490154
102,2020,"Stothers JAM, Nguyen A",Can Neo4j Replace PostgreSQL in Healthcare?,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,32477687,both_none_103,PMC7233060,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7233060
103,2020,"Renner R, Jiang G",Challenges in Using a Graph Database to Represent and Analyze Mappings of Cancer Study Data Standards.,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,32477673,both_none_104,PMC7233100,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7233100
104,2020 May 1,"Escamilla Molgora JM, Sedda L, Atkinson PM",Biospytial: spatial graph-based computing for ecological Big Data.,GigaScience,32391910,10.1093/gigascience/giaa039,PMC7213554,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7213554
105,2020 Sep,"Murali V, Königs C, Deekshitula S, Nukala S, Santhi MD, Athri P",CompoundDB4j: Integrated Drug Resource of Heterogeneous Chemical Databases.,Molecular informatics,32390334,10.1002/minf.202000013,both_none_106,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_106
106,2020 Jan 1,"Cowman T, Coşkun M, Grama A, Koyutürk M",Integrated querying and version control of context-specific biological networks.,Database : the journal of biological databases and curation,32294194,10.1093/database/baaa018,PMC7158887,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7158887
107,2020 Jan 1,"Queralt-Rosinach N, Stupp GS, Li TS, Mayers M, Hoatlin ME, Might M, Good BM, Su AI",Structured reviews for data and knowledge-driven research.,Database : the journal of biological databases and curation,32283553,10.1093/database/baaa015,PMC7153956,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7153956
108,2020 Dec,"Li X, Liu H, Zhao X, Zhang G, Xing C",Automatic approach for constructing a knowledge graph of knee osteoarthritis in Chinese.,Health information science and systems,32175080,10.1007/s13755-020-0102-4,PMC7046853,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7046853
109,2019,"Poncheewin W, Hermes GDA, van Dam JCJ, Koehorst JJ, Smidt H, Schaap PJ",NG-Tax 2.0: A Semantic Framework for High-Throughput Amplicon Analysis.,Frontiers in genetics,32117417,10.3389/fgene.2019.01366,PMC6989550,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6989550
110,2020 Feb,"Struck A, Walsh B, Buchanan A, Lee JA, Spangler R, Stuart JM, Ellrott K",Exploring Integrative Analysis Using the BioMedical Evidence Graph.,JCO clinical cancer informatics,32097025,10.1200/CCI.19.00110,PMC7049249,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7049249
111,2020 Jan 1,"Mei S, Huang X, Xie C, Mora A",GREG-studying transcriptional regulation using integrative graph databases.,Database : the journal of biological databases and curation,32055858,10.1093/database/baz162,PMC7018612,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7018612
112,2020 Feb 8,"Lara-Navarra P, Falciani H, Sánchez-Pérez EA, Ferrer-Sapena A",Information Management in Healthcare and Environment: Towards an Automatic System for Fake News Detection.,International journal of environmental research and public health,32046238,10.3390/ijerph17031066,PMC7037767,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7037767
113,2019,"Haeusler M, Trojer T, Kessler J, Farwick M, Nowakowski E, Breu R",ChronoSphere: a graph-based EMF model repository for IT landscape models.,Software and systems modeling,31975977,10.1007/s10270-019-00725-0,PMC6944265,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6944265
114,2019 Jul,"Nowak MR, Lee J, Choe Y",A Queryable Graph Representation of Vascular Connectivity in the Whole Mouse Brain.,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,31945890,10.1109/EMBC.2019.8857961,both_none_115,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_115
115,2020 Mar,"Deist TM, Dankers FJWM, Ojha P, Scott Marshall M, Janssen T, Faivre-Finn C, Masciocchi C, Valentini V, Wang J, Chen J, Zhang Z, Spezi E, Button M, Jan Nuyttens J, Vernhout R, van Soest J, Jochems A, Monshouwer R, Bussink J, Price G, Lambin P, Dekker A",Distributed learning on 20 000+ lung cancer patients - The Personal Health Train.,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,31911366,10.1016/j.radonc.2019.11.019,both_none_116,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_116
116,2020 Jan 1,"Hatti KS, McCoy AJ, Oeffner RD, Sammito MD, Read RJ",Factors influencing estimates of coordinate error for molecular replacement.,"Acta crystallographica. Section D, Structural biology",31909740,10.1107/S2059798319015730,PMC6939440,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6939440
117,2019 Jan 1,"Panzade G, Gangwar I, Awasthi S, Sharma N, Shankar R",Plant Regulomics Portal (PRP): a comprehensive integrated regulatory information and analysis portal for plant genomes.,Database : the journal of biological databases and curation,31796964,10.1093/database/baz130,PMC6891001,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6891001
118,2020 Jan,"Prisant MG, Williams CJ, Chen VB, Richardson JS, Richardson DC","New tools in MolProbity validation: CaBLAM for CryoEM backbone, UnDowser to rethink ""waters,"" and NGL Viewer to recapture online 3D graphics.",Protein science : a publication of the Protein Society,31724275,10.1002/pro.3786,PMC6933861,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6933861
119,2019 Jan 1,"Arenas-Galnares R, Castillo-Lara S, Toulis V, Boloc D, Gonzàlez-Duarte R, Marfany G, Abril JF",RPGeNet v2.0: expanding the universe of retinal disease gene interactions network.,Database : the journal of biological databases and curation,31712826,10.1093/database/baz120,PMC6846243,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6846243
120,2019 Nov,"Bukhari SAC, Mandell J, Kleinstein SH, Cheung KH",A linked data graph approach to integration of immunological data.,Proceedings. IEEE International Conference on Bioinformatics and Biomedicine,34707915,10.1109/bibm47256.2019.8982986,PMC8547546,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8547546
121,2020 Feb 1,"Lose T, van Heusden P, Christoffels A",COMBAT-TB-NeoDB: fostering tuberculosis research through integrative analysis using graph database technologies.,"Bioinformatics (Oxford, England)",31504165,10.1093/bioinformatics/btz658,PMC9883708,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9883708
122,2019 Sep 3,"Fette G, Kaspar M, Liman L, Ertl M, Krebs J, Störk S, Puppe F",Implementation of a HL7-CQL Engine Using the Graph Database Neo4J.,Studies in health technology and informatics,31483253,10.3233/SHTI190804,both_none_123,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_123
123,2019 Aug 21,"Silva Layes E, Bondarenco M, Machiavello D, Frola F, Lemos M",Implementation of a Terminology Server with SNOMED CT in Graph Databases.,Studies in health technology and informatics,31438243,10.3233/SHTI190546,both_none_124,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_124
124,2019 Aug 21,"Bouzillé G, Morival C, Westerlynck R, Lemordant P, Chazard E, Lecorre P, Busnel Y, Cuggia M",An Automated Detection System of Drug-Drug Interactions from Electronic Patient Records Using Big Data Analytics.,Studies in health technology and informatics,31437882,10.3233/SHTI190180,both_none_125,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_125
125,2019 Aug,"Dhombres F, Charlet J, Section Editors for the IMIA Yearbook Section on Knowledge Representation and Management","Formal Medical Knowledge Representation Supports Deep Learning Algorithms, Bioinformatics Pipelines, Genomics Data Analysis, and Big Data Processes.",Yearbook of medical informatics,31419827,10.1055/s-0039-1677933,PMC6697514,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6697514
126,2019 Dec 15,"Morton K, Wang P, Bizon C, Cox S, Balhoff J, Kebede Y, Fecho K, Tropsha A",ROBOKOP: an abstraction layer and user interface for knowledge graphs to support question answering.,"Bioinformatics (Oxford, England)",31410449,10.1093/bioinformatics/btz604,PMC6954664,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6954664
127,2019,"Sedler AR, Mitchell CS",SemNet: Using Local Features to Navigate the Biomedical Concept Graph.,Frontiers in bioengineering and biotechnology,31334227,10.3389/fbioe.2019.00156,PMC6616276,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6616276
128,2019 Jun 28,"Valdés-Jiménez A, Larriba-Pey JL, Núñez-Vivanco G, Reyes-Parada M",3D-PP: A Tool for Discovering Conserved Three-Dimensional Protein Patterns.,International journal of molecular sciences,31261733,10.3390/ijms20133174,PMC6651053,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6651053
129,2019 Jan 1,"Hu GM, Secario MK, Chen CM",SeQuery: an interactive graph database for visualizing the GPCR superfamily.,Database : the journal of biological databases and curation,31236561,10.1093/database/baz073,PMC6591535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6591535
130,2019 Jun,"Mondal S, Mukherjee N",An efficient reachability query based pruning algorithm in e-health scenario.,Journal of biomedical informatics,31004797,10.1016/j.jbi.2019.103171,both_none_131,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_131
131,2019 Nov 1,"Aguilera-Mendoza L, Marrero-Ponce Y, Beltran JA, Tellez Ibarra R, Guillen-Ramirez HA, Brizuela CA",Graph-based data integration from bioactive peptide databases of pharmaceutical interest: toward an organized collection enabling visual network analysis.,"Bioinformatics (Oxford, England)",30994884,10.1093/bioinformatics/btz260,both_none_132,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_132
132,2019 Apr 1,"Ruan T, Huang Y, Liu X, Xia Y, Gao J",QAnalysis: a question-answer driven analytic tool on knowledge graphs for leveraging electronic medical records for clinical research.,BMC medical informatics and decision making,30935389,10.1186/s12911-019-0798-8,PMC6444506,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6444506
133,2018 Dec 25,"Shoshi A, Hofestädt R, Zolotareva O, Friedrichs M, Maier A, Ivanisenko VA, Dosenko VE, Bragina EY",GenCoNet - A Graph Database for the Analysis of Comorbidities by Gene Networks.,Journal of integrative bioinformatics,30864352,10.1515/jib-2018-0049,PMC6348742,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348742
134,2018 Dec 21,"Vieira V, Ferreira J, Rodrigues R, Liu F, Rocha M",A Model Integration Pipeline for the Improvement of Human Genome-Scale Metabolic Reconstructions.,Journal of integrative bioinformatics,30808160,10.1515/jib-2018-0068,PMC6798860,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6798860
135,2019 Sep 15,"Maiers M, Halagan M, Gragert L, Bashyal P, Brelsford J, Schneider J, Lutsker P, Louzoun Y",GRIMM: GRaph IMputation and matching for HLA genotypes.,"Bioinformatics (Oxford, England)",30689784,10.1093/bioinformatics/btz050,both_none_136,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_136
136,2018,"Deffur A, Wilkinson RJ, Mayosi BM, Mulder NM",ANIMA: Association network integration for multiscale analysis.,Wellcome open research,30271886,10.12688/wellcomeopenres.14073.3,PMC6134339,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6134339
137,2018 Nov 20,"Messina A, Fiannaca A, La Paglia L, La Rosa M, Urso A",BioGraph: a web application and a graph database for querying and analyzing bioinformatics resources.,BMC systems biology,30458802,10.1186/s12918-018-0616-4,PMC6245492,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6245492
138,2019 Jun,"Chandrababu S, Bastola D",An Integrated Approach to Recognize Potential Protective Effects of Culinary Herbs Against Chronic Diseases.,Journal of healthcare informatics research,35415428,10.1007/s41666-018-0041-x,PMC8982779,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8982779
139,2018,"Gong F, Ma Y, Gong W, Li X, Li C, Yuan X",Neo4j graph database realizes efficient storage performance of oilfield ontology.,PloS one,30444913,10.1371/journal.pone.0207595,PMC6239324,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6239324
140,2018 Oct,"Chen L, Aziz MM, Mohammed N, Jiang X",Secure large-scale genome data storage and query.,Computer methods and programs in biomedicine,30337067,10.1016/j.cmpb.2018.08.007,PMC6196742,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6196742
141,2018,"Elkin PL, Mullin S, Sakilay S",Biomedical Informatics Investigator.,Studies in health technology and informatics,30306935,both_none_142,PMC7847179,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7847179
142,2018 Sep 5,"Lovis C, Gaudet-Blavignac C, Chevrier R, Robert A, Issom D, Foufi V","[Bigdata, artificial intelligence and blockchain for dummies].",Revue medicale suisse,30226672,both_none_143,both_none_143,https://www.ncbi.nlm.nih.gov/pmc/articles/both_none_143
143,2018 Aug,"McGinn D, McIlwraith D, Guo Y",Towards open data blockchain analytics: a Bitcoin perspective.,Royal Society open science,30225017,10.1098/rsos.180298,PMC6124103,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124103
144,2018,"Szárnyas G, Izsó B, Ráth I, Varró D",The Train Benchmark: cross-technology performance evaluation of continuous model queries.,Software and systems modeling,30220905,10.1007/s10270-016-0571-8,PMC6132656,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6132656
