PMID,PMCID,DOI,Link Attachments,Title,1st B-Shortlist,2nd B-Shortlist,final decision,Category - 1st reviewer,Category - 2nd reviewer,Resource name,Availability,Updates,Used DB,Content,Reason for including/ excluding,Keywords,Reviewer keyword annotations,MeSH terms,Date,Author,Publication Title
25710558,PMC4394967,10.1093/jamia/ocu017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4394967; http://www.ncbi.nlm.nih.gov/pubmed/25710558; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4394967/,Visualizing collaborative electronic health record usage for hospitalized patients with heart failure.; Visualizing collaborative electronic health record usage for hospitalized patients with heart failure,N?,N,N,OTHERS,OTHERS,,,,Neo4j,Collaborative electronic health record,excluded: out of scope,heart failure; network analysis; electronic health records; Care collaboration,,"Data Display; Health Personnel; Hospitalization; Pattern Recognition, Automated; Electronic Health Records [statistics & numerical data]; User-Computer Interface; Heart Failure; Data Mining; Humans",2015-03; 2015 Mar,"Carson, Matthew B; Scholtens, Denise M; Scholtens, Denise M.; Soulakis, Nicholas D; Skeehan, Connor T; Soulakis ND, Carson MB, Lee YJ, Schneider DH, Skeehan CT, Scholtens DM; Carson, Matthew B.; Skeehan, Connor T.; Schneider, Daniel H; Lee, Young Ji; Soulakis, Nicholas D.; Schneider, Daniel H.",Journal of the American Medical Informatics Association: JAMIA; Journal of the American Medical Informatics Association : JAMIA
25660940,,10.1021/pr501246w,https://pubmed.ncbi.nlm.nih.gov/25660940; http://www.ncbi.nlm.nih.gov/pubmed/25660940,The MetaProteomeAnalyzer: a powerful open-source software suite for metaproteomics data analysis and interpretation.; The MetaProteomeAnalyzer: a powerful open-source software suite for metaproteomics data analysis and interpretation,Y,Y,N,METHOD,METHOD,MetaProteomeAnalyzer,https://github.com/compomics/meta-proteome-analyzer,,Neo4j,"Describes the functionality of the MetaProteomeAnalyzer, which is an open-source tool for metaproteomics data analysis and interpretation",excluded: no open access to full text,metaproteomics; mass spectrometry; environmental proteomics; microbial communities; software; bioinformatics,,Proteome; Mass Spectrometry; Software; Computer Graphics,2015 Mar 6; 2015-03-06,"Lehtevä, Miro; Heyer, Robert; Reichl, Udo; Muth, Thilo; Muth T, Behne A, Heyer R, Kohrs F, Benndorf D, Hoffmann M, Lehtevä M, Reichl U, Martens L, Rapp E; Kohrs, Fabian; Behne, Alexander; Hoffmann, Marcus; Rapp, Erdmann; Martens, Lennart; Benndorf, Dirk",Journal of proteome research; Journal of Proteome Research
26357126,,10.1109/TVCG.2012.281,http://www.ncbi.nlm.nih.gov/pubmed/26357126; https://pubmed.ncbi.nlm.nih.gov/26357126,Visualization of Astronomical Nebulae via Distributed Multi-GPU Compressed Sensing Tomography; Visualization of Astronomical Nebulae via Distributed Multi-GPU Compressed Sensing Tomography.,N,N,N,METHOD,METHOD,,,,,Presents a tomographic approach to generate plausible and realistic looking volumetric visualizations,excluded: no GDB use,,,,2012-12; 2012 Dec,"Lorenz, D.; Tillmann, A.; Ament, M.; Wenger, S.; Wenger S, Ament M, Guthe S, Lorenz D, Tillmann A, Weiskopf D, Magnor M; Magnor, M.; Guthe, S.; Weiskopf, D.",IEEE transactions on visualization and computer graphics
22829625,,10.1093/bioinformatics/bts463,http://www.ncbi.nlm.nih.gov/pubmed/22829625; https://pubmed.ncbi.nlm.nih.gov/22829625,Nebulaa web-server for advanced ChIP-seq data analysis.; Nebulaa web-server for advanced ChIP-seq data analysis,N,N,N,SOFTWARE,SOFTWARE,,,,,"Presents the Nebula web service, which is developed using Galaxy frmaework and allows user friendly interface and functionality for the ChIP-seq data bioinformatics analysis.",excluded: no GDB use,,,High-Throughput Nucleotide Sequencing [methods]; Binding Sites; Internet; Software; Chromatin Immunoprecipitation [methods]; Computational Biology [methods],2012 Oct 1; 2012-10-01,"Barillot, Emmanuel; Lermine, Alban; Guillouf, Christel; Boeva V, Lermine A, Barette C, Guillouf C, Barillot E; Barette, Camille; Boeva, Valentina","Bioinformatics (Oxford, England)"
34925540,PMC8674046,10.1155/2021/4360792,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8674046/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8674046,Research on the Path of Network Opinion Expression in AI Environment for College Students; Research on the Path of Network Opinion Expression in AI Environment for College Students.,N,N,N,METHOD,METHOD,,,,,Social networks,excluded: out of scope,,,Students [psychology]; Attitude; Computer Simulation; Communication; Internet; Humans; Algorithms; Online Social Networking; Artificial Intelligence; Computational Biology,2021-12; 2021 Dec 6,"Talha, Muhammad; Zhu, Yue; Zhu Y, Talha M",Computational and Mathematical Methods in Medicine
34084927,PMC8157017,10.7717/peerj-cs.521,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8157017/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8157017,LinkPred: a high performance library for link prediction in complex networks; LinkPred: a high performance library for link prediction in complex networks.,N,N,N,METHOD,METHOD,,,,,Link prediction,excluded: out of scope,High performance computing; Link prediction; Graph embedding; Complex networks; Software library,Computer science,,2021 May 21; 2021-05-21,"Kerrache, Said; Kerrache S",PeerJ Computer Science
33922279,PMC8146345,10.3390/e23050502,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146345/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146345,A Mixture Model of Truncated Zeta Distributions with Applications to Scientific Collaboration Networks.; A Mixture Model of Truncated Zeta Distributions with Applications to Scientific Collaboration Networks; A Mixture Model of Truncated Zeta Distributions with Applications to Scientific Collaboration Networks,N,N,N,METHOD,METHOD,,,,,Collaboration network,excluded: out of scope,collaboration network; power-law; mixture model; degree distribution; truncated zeta distribution,Computer science,,2021-04-22; 2021 Apr 22,"Jung, Hohyun; Phoa, Frederick Kin Hing; Jung H, Phoa FK",Entropy
33758926,PMC8425392,10.1093/bib/bbab049,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8425392/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8425392,SBGN Bricks Ontology as a tool to describe recurring concepts in molecular networks.; SBGN Bricks Ontology as a tool to describe recurring concepts in molecular networks,Y,Y,Y,ONTOLOGY,ONTOLOGY,BKO,www.sbgnbricks.org,,Neo4j,"The Bricks Ontology (BKO), an ontology describing standardized representations of recurring concepts in systems biology",included: SBGN Bricks use neo4j and SBO ontology,ontology; annotation; Systems Biology Graphical Notation (SBGN); visualisation; template-based construction; molecular network,"SBGN, Ontology","Mitogen-Activated Protein Kinases [genetics]; Gene Regulatory Networks; Gene Ontology; Models, Biological; Somatomedins [genetics]; Molecular Sequence Annotation; Protein Isoforms [genetics]; Signal Transduction; Gene Expression Regulation; Systems Biology [methods]; Receptors, Somatomedin [genetics]; Software; Computer Graphics; Humans; Insulin [genetics]; Insulin Receptor Substrate Proteins [genetics]",2021 Mar 24; 2021-03-24,"Albanese, John; Shirshov, Denis; Blinov, Michael L; Rougny A, Touré V, Albanese J, Waltemath D, Shirshov D, Sorokin A, Bader GD, Blinov ML, Mazein A; Waltemath, Dagmar; Rougny, Adrien; Touré, Vasundra; Bader, Gary D; Sorokin, Anatoly; Mazein, Alexander",Briefings in Bioinformatics
32887508,PMC7504366,10.3390/ijerph17176406,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7504366/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7504366,Capturing the Spatial Relatedness of Long-Distance Caregiving: A Mixed-Methods Approach; Capturing the Spatial Relatedness of Long-Distance Caregiving: A Mixed-Methods Approach.,N,N,N,METHOD,METHOD,,,,,Capturing the Spatial Relatedness of Long-Distance Caregiving,excluded: out of scope,spatial semantics; space–care nexus; spatial knowledge infrastructure; graph theory; single case study,Long-distance caregiving,Geography; Caregiver Burden; Aged; Caregivers; Humans; Residence Characteristics,2020-09; 2020 Sep 2,"Fischer, Tatjana; Fischer T, Jobst M; Jobst, Markus",International Journal of Environmental Research and Public Health
32819435,PMC7439527,10.1186/s13326-020-00222-0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7439527; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7439527/,"Structuring, reuse and analysis of electronic dental data using the Oral Health and Disease Ontology.; Structuring, reuse and analysis of electronic dental data using the Oral Health and Disease Ontology",N,Y,N,OTHERS,OTHERS,Oral Health and Disease Ontology (OHD),https://bioportal.bioontology.org/ontologies/OHD,,,Electronic dental data,excluded: out of scope,OWL; SPARQL; Informatics; Dental health; Electronic heath record; Ontology,Dental care,Biological Ontologies; Electronic Health Records; Disease; Oral Health,2020-08-20; 2020 Aug 20,"Haendel, Melissa; Caplan, Daniel J.; Thyvalikakath, Thankam; Ruttenberg, Alan; Duncan, William D.; Song, Mei; Duncan WD, Thyvalikakath T, Haendel M, Torniai C, Hernandez P, Song M, Acharya A, Caplan DJ, Schleyer T, Ruttenberg A; Schleyer, Titus; Hernandez, Pedro; Torniai, Carlo; Acharya, Amit",Journal of Biomedical Semantics
32839776,PMC7444288,10.1101/2020.08.17.254839,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7444288/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7444288,KG-COVID-19: a framework to produce customized knowledge graphs for COVID-19 response; KG-COVID-19: a framework to produce customized knowledge graphs for COVID-19 response.,Y,Y,N,INTEGRATED,INTEGRATED,KG-COVID-19,https://github.com/Knowledge-Graph-Hub/kg-covid-19/blob/master/curated/ORFs/uniprot_sars-cov-2.gpi,,Neo4j,Introduces the KG-COVID-19 flexible framework that ingests and integrates biomedical data to produce COVID-19 KGs,excluded: preprint,,Systems Biology: COVID-19,,2020-08-18; 2020 Aug 18,"Fontana, Tommaso; Carbon, Seth; Blau, Hannah; Cappelletti, Luca; Callahan, Tiffany J.; Unni, Deepak; Reese J, Unni D, Callahan TJ, Cappelletti L, Ravanmehr V, Carbon S, Fontana T, Blau H, Matentzoglu N, Harris NL, Munoz-Torres MC, Robinson PN, Joachimiak MP, Mungall CJ; Harris, Nomi L.; Reese, Justin; Robinson, Peter N.; Matentzoglu, Nicolas; Munoz-Torres, Monica C.; Mungall, Christopher J.; Joachimiak, Marcin P.; Ravanmehr, Vida",bioRxiv
33245626,PMC7488465,10.1111/mpp.12965,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7488465; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7488465/,"EffectorK, a comprehensive resource to mine for Ralstonia, Xanthomonas, and other published effector interactors in the Arabidopsis proteome.; EffectorK, a comprehensive resource to mine for Ralstonia, Xanthomonas, and other published effector interactors in the Arabidopsis proteome",Y,Y,Y,INTEGRATED,INTEGRATED,EffectorK,http://www.effectork.org/,,Neo4j,A comprehensive resource to mine protein interactions in the Arabidopsis proteome,included: a comprehensive GDB-based resource to mine protein interactions,database; network; interactomics; Xanthomonas; Ralstonia; effectors,Systems Biology,"Arabidopsis Proteins [metabolism]; Xanthomonas campestris [metabolism]; Xanthomonas [metabolism]; Arabidopsis [metabolism]; Bacterial Proteins [metabolism]; Databases, Chemical; Protein Interaction Maps; Software; Host-Pathogen Interactions; Proteome [metabolism]; Ralstonia [metabolism]; Disease Resistance [physiology]; Virulence Factors [metabolism]; Plant Diseases [microbiology]",2020 Aug 15; 2020-08-15,"Lurin, Claire; Noël, Laurent D.; Carrère, Sébastien; González‐Fuente M, Carrère S, Monachello D, Marsella BG, Cazalé A, Zischek C, Mitra RM, Rezé N, Cottret L, Mukhtar MS, Lurin C, Noël LD, Peeters N; Marsella, Benjamin G.; González‐Fuente, Manuel; Cazalé, Anne‐Claire; Cottret, Ludovic; Mukhtar, M. Shahid; Peeters, Nemo; Zischek, Claudine; Mitra, Raka M.; Monachello, Dario; Rezé, Nathalie",Molecular Plant Pathology
33240576,PMC7676376,10.7717/peerj.9302,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7676376/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7676376,Five genes influenced by obesity may contribute to the development of thyroid cancer through the regulation of insulin levels; Five genes influenced by obesity may contribute to the development of thyroid cancer through the regulation of insulin levels.,N,N,N,METHOD,METHOD,,,,,obesity-related pathways,excluded: no GDB use,Mega-analysis; Thyroid cancer; Data mining; Pathway analysis; Obesity,Systems Biology,,2020 Jul 28; 2020-07-28,"Fang, Jugao; Chen, Jiaming; Cao, Hongbao; Lian, Meng; Chen J, Cao H, Lian M, Fang J",PeerJ
32706701,PMC7414401,10.2196/17853,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414401; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414401/,Crawling the German Health Web: Exploratory Study and Graph Analysis.; Crawling the German Health Web: Exploratory Study and Graph Analysis,N,N,N,METHOD,METHOD,,,,,German Health Web,excluded: out of scope,web crawling; internet; distributed system; health information,data science; Health,Internet [standards]; Telemedicine [methods]; Germany; Humans,2020-07-24; 2020 Jul 24,"Zowalla R, Wetter T, Pfeifer D; Pfeifer, Daniel; Zowalla, Richard; Wetter, Thomas",Journal of Medical Internet Research
32338900,PMC8007104,10.1021/acs.jmedchem.9b01989,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8007104; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8007104/,Drug Research Meets Network Science: Where Are We?,Y,Y,Y,INTEGRATED,INTEGRATED,Project Repethio (as a use case; published in a different paper),https://think-lab.github.io/p/rephetio/,,Neo4j,Connections among drugs and diseases,included: an integrated GDB for drug repurposing,,Drug research,"Models, Biological; Computer Simulation; Drug Discovery [methods]; Humans; Machine Learning; Databases, Factual",2020 Apr 27; 2020-08-27,"Recanatini M, Cabrelle C; Recanatini, Maurizio; Cabrelle, Chiara",Journal of Medicinal Chemistry
33954284,PMC8095730,10.1146/annurev-biodatasci-010820-091627,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8095730/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8095730,Knowledge-Based Biomedical Data Science.; Knowledge-Based Biomedical Data Science,Y,Y,Y,REVIEW,REVIEW,,,,Neo4j; AllegroGraph; Blazegraph; Virtuoso,A review on the use of knowledge-based approaches for data science in the biological and clinical domains,included: Reviews currently available biomedical knowledge graphs,ontology; knowledge graph; knowledge discovery; natural language processing; knowledge graph embeddings; Semantic Web,Systems Biology,,2020 Apr 7; 2020-07,"Tripodi, Ignacio J.; Callahan, Tiffany J.; Hunter, Lawrence E.; Callahan TJ, Tripodi IJ, Pielke-Lombardo H, Hunter LE; Pielke-Lombardo, Harrison",Annual review of biomedical data science
32019148,PMC7038400,10.3390/s20030763,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7038400; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7038400/,Geometric Deep Lean Learning: Deep Learning in Industry 4.0 Cyber-Physical Complex Networks.; Geometric Deep Lean Learning: Deep Learning in Industry 4.0 Cyber–Physical Complex Networks,N?,N,N,METHOD,METHOD,,,,Neo4j,"Keywords: Industry 4.0, IIoT, geometric deep learning, lean management",excluded: out of scope,lean management.; Industry 4.0; IIoT; geometric deep learning,"Networks, Deep learning",,2020 Jan 30; 2020-01-30,"Sun, Shengjing; Villalba-Díez J, Molina M, Ordieres-Meré J, Sun S, Schmidt D, Wellbrock W; Schmidt, Daniel; Villalba-Díez, Javier; Wellbrock, Wanja; Molina, Martin; Ordieres-Meré, Joaquín","Sensors (Basel, Switzerland)"
31899457,PMC6969385,10.2196/13756,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6969385; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6969385/,The Mobile-Based 6-Minute Walk Test: Usability Study and Algorithm Development and Validation.; The Mobile-Based 6-Minute Walk Test: Usability Study and Algorithm Development and Validation,Y?,N?,N,SOFTWARE,SOFTWARE,6MWT,,,ArangoDB,for assessing functional capacity in patients with cardiopulmonary conditions,excluded: not focused on GDB,digital signal processing; exercise test; global positioning system; pulmonary hypertension; cardiology; mobile apps,Health apps;Cardiopulmonary conditions,Mobile Applications [standards]; Walk Test; Humans; Walking; Cell Phone; Algorithms,2020-01-03; 2020 Jan 3,"Poffley, Emma; Tarassenko, Lionel; Orchard, Elizabeth; Salvi D, Poffley E, Orchard E, Tarassenko L; Salvi, Dario",JMIR mHealth and uHealth
31701156,PMC7056945,10.1093/nar/gkz997,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7056945; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7056945/,The Monarch Initiative in 2019: an integrative data and analytic platform connecting phenotypes to genotypes across species; The Monarch Initiative in 2019: an integrative data and analytic platform connecting phenotypes to genotypes across species.,Y,Y,Y,INTEGRATED,INTEGRATED,SciGraph,https://github.com/SciGraph/SciGraph,12 months ago,Neo4j,"A presentation of the Monarch platform, which offers access to integrated biological data across different species","included: presentation of the Monarch platform (2019), which integrates various types of data using GDB technologies",,Bioinformatics,"Biological Ontologies; Exome; Genetic Variation; Translational Research, Biomedical; Databases, Genetic; Computational Biology [methods]; Phenotype; User-Computer Interface; Genetic Association Studies; Internet; Software; Humans; Algorithms; Animals; Genotype; Genomics",2019 Nov 8; 2020-01-08,"Keith, Daniel; Thaxon, Courtney; Hoatlin, Maureen; Putman, Tim; Babb, Larry; Robinson, Peter N; Unni, Deepak; Hamosh, Ada; Pilgrim, Clare; Roncaglia, Paola; Shefchek, Kent A; Gourdine, Jean-Phillipe; Matentzoglu, Nicolas; Lett, Kenneth B; Harris, Nomi L; Köhler, Sebastian; Pendlington, Zoë M; Chan, Lauren E; Groza, Tudor; Carmody, Leigh; Thessen, Anne; McMurry, Julie A; Conlin, Tom; Lewis, Suzanna E; Balhoff, James P; Mungall, Christopher J; Munoz-Torres, Monica C; Seager, James; Brush, Matthew; Bradford, Yvonne; Cipriani, Valentina; Cuzick, Alayne; Harris, Midori; Vasilevsky, Nicole; Smedley, Damian; Essaid, Shahim; Robb, Sofia; Della Rocca, Maria; Gargano, Michael; Blau, Hannah; Carbon, Seth; Dunn, Nathan; Grove, Chris; Haendel, Melissa A; Osumi-Sutherland, David; Jupp, Simon; Shefchek KA, Harris NL, Gargano M, Matentzoglu N, Unni D, Brush M, Keith D, Conlin T, Vasilevsky N, Zhang XA, Balhoff JP, Babb L, Bello SM, Blau H, Bradford Y, Carbon S, Carmody L, Chan LE, Cipriani V, Cuzick A, Della Rocca M, Dunn N, Essaid S, Fey P, Grove C, Gourdine JP, Hamosh A, Harris M, Helbig I, Hoatlin M, Joachimiak M, Jupp S, Lett KB, Lewis SE, McNamara C, Pendlington ZM, Pilgrim C, Putman T, Ravanmehr V, Reese J, Riggs E, Robb S, Roncaglia P, Seager J, Segerdell E, Similuk M, Storm AL, Thaxon C, Thessen A, Jacobsen JO, McMurry JA, Groza T, Köhler S, Smedley D, Robinson PN, Mungall CJ, Haendel MA, Munoz-Torres MC, Osumi-Sutherland D; Jacobsen, Julius O B; Fey, Petra; Similuk, Morgan; Storm, Andrea L; Segerdell, Erik; Riggs, Erin; Joachimiak, Marcin; Zhang, Xingmin Aaron; McNamara, Craig; Reese, Justin; Bello, Susan M; Ravanmehr, Vida; Helbig, Ingo",Nucleic Acids Research
